Assuming page size is 4 KB
8
8

Global5: Global memory latency for 128 KB stride.
   Array size (KB), latency (clocks)
   57472, 211.436328
   57600, 211.267578
   57728, 211.257812
   57856, 211.571875
   57984, 211.874609
   58112, 211.713672
   58240, 212.023438
   58368, 211.904297
   58496, 212.064063
   58624, 211.969922
   58752, 212.237500
   58880, 212.151953
   59008, 212.339453
   59136, 212.316797
   59264, 212.536328
   59392, 213.035156
   59520, 212.616797
   59648, 212.564453
   59776, 212.837891
   59904, 213.389062
   60032, 213.046484
   60160, 212.881250
   60288, 213.153125
   60416, 213.164844
   60544, 213.430859
   60672, 213.199219
   60800, 213.494531
   60928, 212.921094
   61056, 213.576953
   61184, 213.447656
   61312, 213.728906
   61440, 213.601562
   61568, 213.931250
   61696, 213.807031
   61824, 213.800000
   61952, 214.039844
   62080, 214.343359
   62208, 214.176172
   62336, 214.485156
   62464, 214.286328
   62592, 214.572266
   62720, 214.428125
   62848, 214.871094
   62976, 214.637109
   63104, 214.432031
   63232, 214.765234
   63360, 215.039062
   63488, 214.750000
   63616, 215.268750
   63744, 215.157031
   63872, 215.033594
   64000, 215.362109
   64128, 215.622266
   64256, 215.399609
   64384, 215.810156
   64512, 215.665234
   64640, 215.658984
   64768, 215.777734
   64896, 216.092187
   65024, 215.553906
   65152, 216.162109
   65280, 216.099219
   65408, 216.343750
   65536, 216.248828
   65664, 216.467578
   65792, 216.380859
   65920, 216.594141
   66048, 216.858203
   66176, 216.949219
   66304, 216.751563
   66432, 216.766797
   66560, 216.888281
   66688, 217.160156
   66816, 216.988281
   66944, 217.398438
   67072, 217.964063
   67200, 217.487891
   67328, 217.421484
   67456, 217.529687
   67584, 217.284766
   67712, 217.826562
   67840, 217.350391
   67968, 217.476562
   68096, 217.312891
   68224, 217.494141
   68352, 218.022266
   68480, 217.564844
   68608, 217.353906
   68736, 217.535156
   68864, 217.283594
   68992, 216.463672
   69120, 217.380859
   69248, 217.962500
   69376, 217.293750
   69504, 217.541406
   69632, 217.393750
   69760, 217.605469
   69888, 217.266016
   70016, 217.505469
   70144, 216.910156
   70272, 217.550000
   70400, 217.696484
   70528, 217.529297
   70656, 217.376953
   70784, 217.536719
   70912, 217.331641
   71040, 217.607812
   71168, 217.314063
   71296, 217.558594
   71424, 217.414062
   71552, 217.502344
   71680, 217.316406
   71808, 216.420703
   71936, 217.279297
   72064, 217.029297
   72192, 217.234375
   72320, 217.191797
   72448, 217.277344
   72576, 217.187891
   72704, 217.312109
   72832, 217.104688
   72960, 217.332812
   73088, 217.204297
   73216, 217.410156
   73344, 217.126953
   73472, 217.334766
   73600, 217.184375
   73728, 217.325781
   73856, 217.033594
   73984, 217.255469
   74112, 216.592578
   74240, 217.310937
   74368, 217.548438
   74496, 217.362109
   74624, 217.574219
   74752, 217.351953
   74880, 217.524219
   75008, 217.342969
   75136, 217.527344
   75264, 217.340625
   75392, 217.506641
   75520, 217.091406
   75648, 217.585547
   75776, 217.345313
   75904, 217.560937
   76032, 217.276563
   76160, 217.535547
   76288, 217.255469
   76416, 217.498047
   76544, 217.326562
   76672, 217.167188
   76800, 217.339844
   76928, 217.565234
   77056, 217.357812
   77184, 217.553125
   77312, 217.539062
   77440, 217.503516
   77568, 217.321094
   77696, 217.556250
   77824, 217.312500
   77952, 217.527734
   78080, 217.346094
   78208, 216.538672
   78336, 217.380078
   78464, 217.525391
   78592, 217.363672
   78720, 217.608594
   78848, 217.355078
   78976, 217.548438
   79104, 217.338672
   79232, 217.169531
   79360, 217.300391
   79488, 217.514844
   79616, 217.280078
   79744, 217.593750
   79872, 217.334375
   80000, 217.512109
   80128, 217.254687
   80256, 217.271094
   80384, 217.326172
   80512, 217.573438
   80640, 217.462500
   80768, 217.590234
   80896, 217.376953
   81024, 217.495703
   81152, 217.252344
   81280, 217.580078
   81408, 217.352734
   81536, 217.568750
   81664, 217.326562
   81792, 217.478906
   81920, 217.326562
   82048, 217.515625
   82176, 217.334375
